rep,T_noise,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth,auc_log_rmse
3,inf,CABIQAE_latentt,0.49,8850,0.0008187951514730951,131,1 3 11 31 131,1.0,0.0014291654548145294,67.0,-6.8233317413549015
4,inf,BAE,0.49,75650,3.4918182168608425e-05,379,11 29 71 61 101 99 99 101 201 359 379 375,1.0,0.0001964746389537253,379.0,-8.129312595844752
4,inf,BIQAE,0.49,15550,0.0009969758690697716,199,1 3 9 33 33 33 199,1.0,0.0009371849813069044,101.0,-5.938573617875484
4,inf,CABIQAE_latentt,0.49,5050,0.0013415990580918358,59,1 3 9 29 59,1.0,0.00278657046563191,31.0,-6.37977998414507
5,inf,BAE,0.49,53750,0.00019722219708606659,801,13 7 97 67 93 99 99 199 399 801,1.0,0.00015384283714131586,801.0,-6.709437898271282
5,inf,BIQAE,0.49,6100,0.0012601459628971412,57,1 3 11 25 25 57,1.0,0.0028458630279683816,30.0,-6.8602635146877375
5,inf,CABIQAE_latentt,0.49,13050,1.5969741669508153e-05,187,1 1 3 7 19 43 187,1.0,0.0010014076734706778,95.0,-7.749072679081812
6,inf,BAE,0.49,73300,0.00022712389593904092,381,7 43 83 97 99 101 99 201 363 371 381,1.0,0.00019536722031132658,381.0,-8.123605255457216
6,inf,BIQAE,0.49,11200,0.001667030051911933,151,1 3 11 29 29 151,1.0,0.0012430928504790217,77.0,-6.767672632183159
6,inf,CABIQAE_latentt,0.49,10800,0.000781556348173229,145,1 3 9 29 29 145,1.0,0.001283809109546813,74.0,-7.166070545105006
7,inf,BAE,0.49,72100,5.694623635654761e-05,377,9 35 69 97 101 93 99 201 359 377 373,1.0,0.00020668745854440784,377.0,-6.239210509080475
7,inf,BIQAE,0.49,12850,0.0005703297711452393,171,1 1 3 7 23 51 171,1.0,0.001081158607832089,87.0,-7.004538347843789
7,inf,CABIQAE_latentt,0.49,6150,0.00142203209014502,55,1 1 3 9 27 27 55,1.0,0.0027788648506520963,29.0,-6.718604896758171
8,inf,BAE,0.49,76550,0.00033764039547223845,381,7 51 99 69 101 97 71 99 191 363 381 375,1.0,0.00019834184911915465,381.0,-6.490882422968212
8,inf,BIQAE,0.49,11400,0.0007832687239420766,157,1 3 9 29 29 157,1.0,0.0011979264392122657,80.0,-7.0927039286309315
8,inf,CABIQAE_latentt,0.49,13700,0.0011627758606906902,189,1 3 11 35 35 189,1.0,0.0009882777200454496,96.0,-6.494655225598463
9,inf,BAE,0.49,72200,5.978907903969599e-05,369,9 61 69 93 101 99 101 199 351 359 369,1.0,0.000200226208163512,369.0,-6.657437523987371
9,inf,BIQAE,0.49,13100,0.0007787658032610834,155,1 3 9 9 21 21 43 155,1.0,0.0011980715723373392,79.0,-6.592018870291736
9,inf,CABIQAE_latentt,0.49,3200,0.014298895464485595,45,1 1 1 3 13 45,0.0,0.0010409374484364187,24.0,-4.2291575337151555
10,inf,BAE,0.49,77250,0.00013489277481815165,375,5 45 91 101 75 101 99 101 195 373 357 375,1.0,0.00020752712742072577,375.0,-5.657220043134342
10,inf,BIQAE,0.49,6500,0.00532039010281582,47,1 3 9 23 47 47,1.0,0.0027615905264324336,25.0,-6.130131168978471
10,inf,CABIQAE_latentt,0.49,10150,0.0024306046650164337,139,1 3 3 11 23 23 139,1.0,0.001353472791349869,71.0,-6.081465315647627
11,inf,BAE,0.49,79500,3.351616699132087e-05,377,5 21 95 71 77 77 99 99 101 197 369 377 371,1.0,0.00020859893329627788,377.0,-5.691917871582811
11,inf,BIQAE,0.49,14800,0.00013256736136102454,191,1 1 3 7 23 23 47 191,1.0,0.0009736452079954772,97.0,-7.421552089176619
11,inf,CABIQAE_latentt,0.49,9750,0.00045398408201935414,145,1 3 9 37 145,1.0,0.001296612921944551,74.0,-7.359937371654696
12,inf,BAE,0.49,57350,6.639878316083703e-05,783,7 61 97 79 99 101 99 201 401 783,1.0,0.0001473095941104674,783.0,-5.885777112613059
12,inf,BIQAE,0.49,14550,0.001276442889898144,179,1 3 9 23 23 53 179,1.0,0.0010246918133085259,91.0,-8.317452192672839
12,inf,CABIQAE_latentt,0.49,5350,0.0027287583570339002,63,1 3 9 31 63,1.0,0.0026194257772143292,33.0,-6.41452923881376
1,inf,BAE,0.57,61400,0.00017604167567641937,777,15 31 99 93 97 99 97 99 199 397 777,1.0,0.00014187377481167385,777.0,-6.924869187834405
1,inf,BIQAE,0.57,4750,0.0004674483838396082,71,1 3 3 17 71,1.0,0.0026266117161482527,37.0,-7.043324628610079
1,inf,CABIQAE_latentt,0.57,15500,0.021563428746417146,235,1 1 3 11 59 235,0.0,0.0006587636012655995,119.0,-4.136896510574682
2,inf,BAE,0.57,58650,0.00028162434910372625,801,13 77 93 97 97 97 97 201 399 801,0.0,0.0001444546882310993,801.0,-6.498440966751259
2,inf,BIQAE,0.57,8250,0.001321765288445409,117,1 3 3 3 7 31 117,1.0,0.0015815950753227392,60.0,-6.391187242278988
2,inf,CABIQAE_latentt,0.57,4950,0.0039762647674073115,71,1 1 1 3 3 19 71,1.0,0.00261150051118203,37.0,-5.687698237690939
3,inf,BAE,0.57,54450,9.897082816623382e-06,785,9 17 93 79 93 97 99 201 399 785,1.0,0.00014817519540266666,785.0,-7.211754836035471
3,inf,BIQAE,0.57,7950,9.551712285771341e-05,113,1 1 1 3 3 3 7 27 113,1.0,0.0016581144762146671,58.0,-8.104971943079768
3,inf,CABIQAE_latentt,0.57,6500,0.0013060243712268438,91,1 3 3 7 25 91,1.0,0.002030190731548809,47.0,-8.14091350556
4,inf,BAE,0.57,74700,0.0001005755930731933,783,11 67 97 55 97 95 97 199 379 395 783,1.0,0.00013454350291552952,783.0,-7.2642271262727895
4,inf,BIQAE,0.57,6400,0.00029009936405044456,85,1 1 3 3 3 7 25 85,1.0,0.0021608200628361884,44.0,-8.01401736059734
4,inf,CABIQAE_latentt,0.57,7800,0.0003604162868481309,113,1 3 3 7 29 113,1.0,0.0016461927864142023,58.0,-7.396250174776186
5,inf,BAE,0.57,56250,0.0002862115700645873,785,11 65 101 57 97 97 97 197 401 785,1.0,0.00014111026990981657,785.0,-7.241969340894455
5,inf,BIQAE,0.57,6200,0.0009317205829262321,87,1 1 3 7 25 87,1.0,0.0021228995484087743,45.0,-7.022679389345072
5,inf,CABIQAE_latentt,0.57,4950,0.002333115930116203,69,1 1 3 3 3 19 69,1.0,0.0026802250929608418,36.0,-6.529121443198477
6,inf,BAE,0.57,59100,0.00021435874176645164,785,5 43 55 91 97 97 97 97 199 399 785,1.0,0.0001470002727733677,785.0,-7.878072874217225
6,inf,BIQAE,0.57,8500,0.0007144398972349641,121,1 1 3 11 33 121,1.0,0.0013878981274681457,62.0,-5.688167913808977
6,inf,CABIQAE_latentt,0.57,6800,0.001867464081461434,93,1 1 1 3 3 7 27 93,1.0,0.001981625116247332,48.0,-6.493208465432666
7,inf,BAE,0.57,65650,0.00024917408188707135,783,5 41 83 97 97 97 97 97 97 201 399 783,1.0,0.0001360004309739482,783.0,-8.021613232068331
7,inf,BIQAE,0.57,4800,0.0008195915281563604,67,1 3 3 3 19 67,1.0,0.0027728941442745625,35.0,-7.094806429286506
7,inf,CABIQAE_latentt,0.57,7350,0.0012020205065612632,105,1 1 3 3 7 27 105,1.0,0.0017476449670632,54.0,-6.433633808165627
8,inf,BAE,0.57,54050,0.00010993534200653965,787,5 23 93 79 95 93 95 197 399 787,0.0,0.00015021514810209524,787.0,-8.139490261020601
8,inf,BIQAE,0.57,6150,0.0017723117965813273,83,1 1 3 3 7 25 83,1.0,0.002191092464584543,43.0,-6.713501872407086
8,inf,CABIQAE_latentt,0.57,4950,0.0014130848916753536,67,1 1 3 3 3 21 67,1.0,0.0027286846789326136,35.0,-7.193999038943552
9,inf,BAE,0.57,64800,3.166610993954322e-05,799,5 9 37 75 87 93 97 97 97 99 201 397 799,1.0,0.00014113614746769088,799.0,-6.670912421658428
9,inf,BIQAE,0.57,6750,0.0013231221931375714,95,1 1 3 3 7 25 95,1.0,0.0019118000475702446,49.0,-6.954975630587542
9,inf,CABIQAE_latentt,0.57,6550,0.0018307502230954231,93,1 3 7 27 93,1.0,0.0019698002729109376,48.0,-6.131849617491641
10,inf,BAE,0.57,58900,0.00017621744934914751,781,5 41 55 91 95 97 97 95 199 401 781,1.0,0.00015278296338239183,781.0,-8.144404499454481
10,inf,BIQAE,0.57,4800,0.0007233251831715304,67,1 3 3 3 19 67,1.0,0.002770110105696333,35.0,-7.2442609251601064
10,inf,CABIQAE_latentt,0.57,6350,0.00045189923308663893,91,1 3 7 25 91,1.0,0.0020294459665896047,47.0,-7.445060218383999
11,inf,BAE,0.57,57800,0.0003903781397585071,783,5 47 79 35 97 97 99 97 201 397 783,1.0,0.00015138406136228078,783.0,-7.571977474766179
11,inf,BIQAE,0.57,12500,0.0006473318780132464,177,1 1 1 3 3 17 47 177,1.0,0.00104775162340498,90.0,-6.5697884906639406
11,inf,CABIQAE_latentt,0.57,4550,0.0012407147123643103,65,1 3 3 19 65,1.0,0.0028293332815974015,34.0,-6.32727238840717
12,inf,BAE,0.57,56700,0.00024258854550351927,781,17 39 11 79 95 95 97 99 201 399 781,1.0,0.00013920409268364242,781.0,-7.000876715824545
12,inf,BIQAE,0.57,6350,0.002261611027748134,89,1 1 1 3 7 25 89,1.0,0.002086725157384006,46.0,-6.519697718399647
12,inf,CABIQAE_latentt,0.57,7900,0.00020413900028559695,115,1 3 3 7 29 115,1.0,0.001614293506581821,59.0,-7.385710435473646
1,inf,BAE,0.58,52400,3.524005876287539e-05,779,13 49 97 101 99 97 199 391 779,1.0,0.00015007124239119207,779.0,-6.980569337212943
1,inf,BIQAE,0.58,7300,0.0012689098859129944,103,1 1 3 3 3 7 25 103,1.0,0.0017980389364865013,53.0,-6.358915612085646
1,inf,CABIQAE_latentt,0.58,15400,0.0005354768204857141,221,1 1 1 3 3 17 61 221,1.0,0.0007513939302723482,112.0,-6.231078553709104
2,inf,BAE,0.58,54450,0.00013716371265681815,781,9 37 51 99 99 101 101 199 391 781,1.0,0.00014670755263568314,781.0,-6.432535709979743
2,inf,BIQAE,0.58,5300,0.0006268181255761895,75,1 1 1 3 3 3 19 75,1.0,0.002479489757597375,39.0,-7.027175886751847
2,inf,CABIQAE_latentt,0.58,5800,0.001445345564033751,79,1 3 3 7 23 79,1.0,0.0023162527678353695,41.0,-7.193287077315272
3,inf,BAE,0.58,54850,0.0005238716517721453,801,11 67 29 95 101 101 97 199 395 801,1.0,0.00014644025146226536,801.0,-6.113377876406818
3,inf,BIQAE,0.58,5450,0.002373801651104679,77,1 1 3 3 3 21 77,1.0,0.002402759147528577,40.0,-6.614186595996466
3,inf,CABIQAE_latentt,0.58,6800,0.0004332591349003323,99,1 1 3 7 25 99,1.0,0.0018711379890443136,51.0,-7.116492048472378
4,inf,BAE,0.58,55750,0.00034793204597516336,799,11 43 69 101 101 101 101 201 385 799,1.0,0.0001436983990984464,799.0,-6.928728397024846
4,inf,BIQAE,0.58,5550,0.0029134978055262994,75,1 1 3 3 7 21 75,1.0,0.0024541673243694273,39.0,-6.659757747958976
4,inf,CABIQAE_latentt,0.58,13750,0.000741075690930515,195,1 1 3 3 15 57 195,1.0,0.0009407658336731961,99.0,-7.034912844925958
5,inf,BAE,0.58,73900,0.00010187256194771344,801,7 43 53 99 97 101 91 199 391 395 801,1.0,0.00014120076671386705,801.0,-6.593070579275578
5,inf,BIQAE,0.58,8600,0.034832757843034634,123,1 1 3 11 33 123,0.0,0.0014759950712919245,63.0,-3.6515197128676298
5,inf,CABIQAE_latentt,0.58,7350,0.0008594511430051188,103,1 1 1 3 3 3 7 25 103,1.0,0.0017902609114864854,53.0,-6.5166442607434805
6,inf,BAE,0.58,55150,0.00022291347776670634,799,7 29 93 87 99 99 101 193 393 799,1.0,0.00014551044746002884,799.0,-7.282494387881648
6,inf,BIQAE,0.58,13650,0.00020837511098736883,193,1 1 3 3 15 57 193,1.0,0.0009527164561320967,98.0,-7.59561048887924
6,inf,CABIQAE_latentt,0.58,5900,0.0024235803734802275,79,1 1 3 3 3 7 21 79,1.0,0.0023329781090167256,41.0,-7.387011879401773
7,inf,BAE,0.58,56250,1.4274062528185638e-05,787,15 27 89 99 99 101 101 195 397 787,1.0,0.0001464671964217512,787.0,-7.327761636604233
7,inf,BIQAE,0.58,6450,0.0014421912765230083,91,1 1 3 3 7 23 91,1.0,0.0019980827702560933,47.0,-6.2548508019707345
7,inf,CABIQAE_latentt,0.58,15300,0.00034635370474744853,217,1 1 3 3 3 19 59 217,1.0,0.0008486535309670251,110.0,-7.519736639911391
8,inf,BAE,0.58,71600,3.246978249449306e-05,799,15 25 29 99 97 101 99 199 375 391 799,1.0,0.0001292411205446875,799.0,-7.2829838662259965
8,inf,BIQAE,0.58,5150,0.001971734769268041,73,1 1 3 3 3 19 73,1.0,0.0024683564722373097,38.0,-7.129685178644157
8,inf,CABIQAE_latentt,0.58,5700,0.0017430891592671305,77,1 3 3 7 23 77,1.0,0.0023704870897106045,40.0,-6.036879217899173
9,inf,BAE,0.58,57200,0.0004726965420028817,789,5 9 51 83 99 99 101 99 201 395 789,1.0,0.0001592568861443766,789.0,-7.227499969767077
9,inf,BIQAE,0.58,13800,0.0003141834321704895,197,1 3 3 15 57 197,1.0,0.0009355620766774986,100.0,-7.516061100511019
9,inf,CABIQAE_latentt,0.58,5400,6.563857814012586e-05,77,1 3 3 3 21 77,1.0,0.0023938045898681537,40.0,-8.439570548835219
10,inf,BAE,0.58,71450,0.00016710925677920763,783,15 33 89 99 99 101 201 393 397 783,1.0,0.00013183188146148606,783.0,-6.825699244335972
10,inf,BIQAE,0.58,10000,0.0008438550177690685,135,1 1 1 3 3 15 41 135,1.0,0.001352692428879143,69.0,-6.716325065538573
10,inf,CABIQAE_latentt,0.58,13900,1.8185131470560556e-05,197,1 3 3 17 57 197,1.0,0.0009298498323606075,100.0,-7.688086566868009
11,inf,BAE,0.58,56450,2.118294771191742e-05,783,13 53 83 99 99 99 95 201 385 783,1.0,0.00014602335413227419,783.0,-6.949133628419501
11,inf,BIQAE,0.58,6600,9.866681278036804e-05,93,1 1 1 3 3 7 23 93,1.0,0.0019802424651475525,48.0,-7.471301008311803
11,inf,CABIQAE_latentt,0.58,5950,0.0008467356886744382,79,1 3 3 3 7 23 79,1.0,0.0023150147637758245,41.0,-8.25568732102321
12,inf,BAE,0.58,76400,5.256926548879992e-05,395,9 53 87 101 99 97 97 195 393 395 395,1.0,0.00018277387193532668,395.0,-6.485060169663976
12,inf,BIQAE,0.58,5900,0.0007828863177752332,81,1 3 3 7 23 81,1.0,0.002270500704706857,42.0,-6.830814676366044
12,inf,CABIQAE_latentt,0.58,5800,0.0005895683979579847,81,1 1 5 5 23 81,1.0,0.002261535327284292,42.0,-6.799695460130172
